,Song,1
907,All Bad,0
908,All Because Of You,0
909,All By Myself,0
910,All Cried Out,0
911,All Da Smoke,0
912,All Day,0
913,All Day And All Of The Night,0
914,All Day Music,0
915,All Eyes On You,0
916,All Eyez,0
917,All Eyez On Me,0
918,All Fall Down,0
919,All Falls Down,0
920,All Fired Up,0
921,All For Love,3
922,All For One,0
923,All For You,7
924,All Girls Are The Same,0
925,All God's Children Got Soul,0
926,All Gold Everything,0
927,All Good Things (Come To An End),0
928,All Good?,0
929,All Grown Up,0
930,All His Children,0
931,All I Ask,0
932,All I Ask For Anymore,0
933,All I Could Do Was Cry,0
934,All I Do,0
935,All I Do Is Think Of You,0
936,All I Do Is Win,0
937,All I Ever Need Is You,0
938,All I Ever Wanted,0
939,All I Have,4
940,All I Have To Do Is Dream,0
941,All I Have To Give,0
942,All I Have To Offer You (Is Me),0
943,All I Know,0
944,All I Know Is The Way I Feel,0
945,All I Need,0
946,All I Need Is A Miracle,0
947,All I Need Is Time,0
948,All I Need Is You,0
949,All I Need To Know,0
950,All I Really Want To Do,0
951,All I See,0
952,All I See Is You,0
953,All I See Is Your Face,0
954,All I Wanna Do,0
955,All I Wanna Do Is Make Love To You,0
956,All I Want,0
957,"All I Want (From ""GOOD Burger"")",0
958,All I Want For Christmas Is You,0
959,All I Want For Christmas Is You (SuperFestive!),0
960,All I Want Is You,0
961,All I Want To Do,0
962,All I Wanted,0
963,All I'm Missing Is You,0
964,All In Love Is Fair,0
965,All In My Head (Flex),0
966,All In My Mind,0
967,All Jacked Up,0
968,All Kinds Of Kinds,0
969,All Lips N' Hips,0
970,All Me,0
971,All Mine,0
972,All My Friends,0
973,All My Friends Say,0
974,All My Hard Times,0
975,All My Life,3
976,All My Love,0
977,All My Loving,0
978,All My Trials,0
979,All N My Grill,0
980,All Night,0
981,All Night Long,0
982,All Night Long (All Night),4
983,All Night Thing,0
984,All Night With Me,0
985,All Nite,0
986,All Of Everything,0
987,All Of Me,3
988,All Of Me For All Of You,0
989,All Of My Days,0
990,All Of My Life,0
991,All Of My Love,0
992,All Of The Lights,0
993,All Of You,0
994,All On Me,0
995,All Or Nothing,0
996,All Our Tomorrows,0
997,All Out Of Love,0
998,All Over Again,0
999,All Over Me,0
1000,All Over The Road,0
1001,All Over The World,0
1002,All Right,0
1003,All Right Now,0
1004,All Roads (Lead Back To You),0
1005,All She Wants Is,0
1006,All She Wants to Do Is Dance,0
1007,All She Wrote,0
1008,All Shook Up,0
1009,"All Shook Up (From ""Honeymoon In Vegas"")",0
1010,All Star,0
1011,All Strung Out,0
1012,All Strung Out On You,0
1013,All Summer Long,0
1014,All That Glitters Isn't Gold,0
1015,All That I Am,0
1016,All That I Can Say,0
1017,All That Matters,0
1018,All That She Wants,0
1019,All The Above,0
1020,All The Good Girls Go To Hell,0
1021,All The Kids On The Street,0
1022,All The Kings Horses,0
1023,All The Love I've Got,0
1024,All The Love In The World,0
1025,All The Man That I Need,2
1026,All The Places (I Will Kiss You),0
1027,All The Pretty Girls,0
1028,All The Right Moves,0
1029,All The Small Things,0
1030,All The Stars,0
1031,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",0
1032,All The Things She Said,0
1033,All The Time In The World,0
1034,All The Way,0
1035,All The Way Home,0
1036,All The Way Turnt Up,0
1037,All The Way Up,0
1038,All The Young Dudes,0
1039,All These Things,0
1040,All These Things That I've Done,0
1041,All Things Are Possible,0
1042,All Things Considered,0
1043,All This Love,0
1044,All This Time,0
1045,All Those Lies,0
1046,All Those Years Ago,0
1047,All Through The Night,0
1048,All Time High,0
1049,All Time Low,0
1050,All To Myself,0
1051,All Too Well,0
1052,All Touch,0
1053,All True Man,0
1054,All We Know,0
1055,All Woman,0
1056,All You Get From Love Is A Love Song,0
1057,All You Need Is Love,1
1058,All You Wanted,0
1059,All You Zombies,0
1060,All You've Got,0
1061,All Your Fault,0
1062,All Your Goodies Are Gone (The Loser's Seat),0
1063,All Your Life,0
1064,All-American Girl,0
1065,Allentown,0
1066,Allergies,0
1067,Alley Cat,0
1068,Alley-Oop,1
1069,Allies,0
1070,Alligator Bogaloo,0
1071,Ally Ally Oxen Free,0
1072,Almost,0
1073,Almost Doesn't Count,0
1074,Almost Grown,0
1075,Almost Hear You Sigh,0
1076,Almost Home,0
1077,Almost In Love,0
1078,Almost In Your Arms,0
1079,Almost Is Never Enough,0
1080,Almost Like Being In Love,0
1081,Almost Like Praying,0
1082,Almost Over You,0
1083,Almost Paradise...Love Theme From Footloose,0
1084,Almost Persuaded,0
1085,Almost Persuaded No. 2,0
1086,Almost Saturday Night,0
1087,Almost Slipped,0
1088,Almost Summer,0
1089,Almost There,0
1090,"Almost Unreal (From ""Super Mario Bros."")",0
1091,Alone,3
1092,Alone Again,0
1093,Alone Again (Naturally),6
1094,Alone Again Or,0
1095,Alone At Last,0
1096,Alone Together,0
1097,Alone With You,0
1098,Along Came Jones,0
1099,Along Comes A Woman,0
1100,Along Comes Mary,0
1101,Alphabet St.,0
1102,Already Callin' You Mine,0
1103,Already Gone,0
1104,Already Missing You,0
1105,Alright,0
1106,Alright In The City,0
1107,"Alright, Okay, You Win",0
1108,Also Sprach Zarathustra (2001),0
1109,Alvin For President,0
1110,Alvin Stone (The Birth & Death Of A Gangster),0
1111,Alvin's Boo-Ga-Loo,0
1112,Alvin's Harmonica,0
1113,Alvin's Orchestra,0
1114,Always,1
1115,Always And Forever,0
1116,Always Be My Baby,2
1117,Always In My Heart,0
1118,Always It's You,0
1119,Always On My Mind,0
1120,Always On Time,2
1121,Always On Your Side,0
1122,Always Remember Us This Way,0
1123,Always Something There To Remind Me,0
1124,Always Strapped,0
1125,Always The Last To Know,0
1126,Always The Love Songs,0
1127,Always There For You,0
1128,Always Together,0
1129,Always Tomorrow,0
1130,Alyssa Lies,0
1131,Am I Black Enough For You,0
1132,Am I Dreaming,0
1133,Am I Forgiven,0
1134,Am I Grooving You,0
1135,Am I Losing You,0
1136,Am I That Easy To Forget,0
1137,Am I The Man,0
1138,Am I The Only One,0
1139,Am I The Same Girl,0
1140,Am I Wrong,0
1141,Amanda,2
1142,Amapola,0
1143,Amarillo,0
1144,Amarillo Sky,0
1145,Amazed,2
1146,Amazing,0
1147,Amazing Grace,0
1148,Amazing Grace (used To Be Her Favorite Song),0
1149,Amber Cascades,0
1150,Ambition,0
1151,Ambrose (Part Five),0
1152,Ame Caline (Soul Coaxing),0
1153,Amen,0
1154,America,0
1155,America Is My Home - Pt. 1,0
1156,America's Suitehearts,0
1157,"America, Communicate With Me",0
1158,America/Standing/Because I Love You,0
1159,American Baby,0
1160,American Boy,0
1161,American Boys,0
1162,American Child,0
1163,American City Suite,0
1164,American Country Love Song,0
1165,American Dream,0
1166,American Girl,0
1167,American Girls,0
1168,American Heartbeat,0
1169,American Honey,0
1170,American Idiot,0
1171,American Kids,0
1172,American Life,0
1173,American Made,0
1174,American Memories,0
1175,American Music,0
1176,American Oxygen,0
1177,American Pie,0
1178,American Pie (Parts I & II),4
1179,American Ride,0
1180,American Saturday Night,0
1181,American Soldier,0
1182,American Star,0
1183,American Storm,0
1184,American Tune,0
1185,American Woman,0
1186,American Woman/No Sugar Tonight,3
1187,Americans,0
1188,Amerikan Music,0
1189,Amie,0
1190,Amish Paradise,0
1191,Amnesia,0
1192,Among My Souvenirs,0
1193,Amor,0
1194,Amor Eterno,0
1195,Amor Genuino,0
1196,Amos Moses,0
1197,Amy,0
1198,An American Dream,0
1199,An American Trilogy,0
1200,An Everlasting Love,0
1201,An Honest Mistake,0
1202,An Innocent Man,0
1203,An Old Fashioned Love Song,0
1204,An Open Letter To My Teenage Son,0
1205,Anaconda,0
1206,Anchorage,0
1207,And Get Away,0
1208,And I,0
1209,And I Am Telling You I'm Not Going,0
1210,And I Love Her,0
1211,And I Love Him,0
1212,And I Love You So,0
1213,And Love Goes On,0
1214,And My Heart Sang (Tra La La),0
1215,And Now,0
1216,And Our Feelings,0
1217,And She Was,0
1218,And She's Mine,0
1219,And So It Goes,0
1220,And Suddenly,0
1221,And That Reminds Me (My Heart Reminds Me),0
1222,And The Beat Goes On,0
1223,And The Cradle Will Rock...,0
1224,And The Grass Won't Pay No Mind,0
1225,And The Heavens Cried,0
1226,And The Night Stood Still,0
1227,And Then What,0
1228,And We Danced,0
1229,And When I Die,0
1230,And You And I (Part II),0
1231,Andrea,0
1232,Angel,1
1233,Angel (What In The World's Come Over Us),0
1234,Angel Baby,0
1235,Angel Eyes,0
1236,Angel Face,0
1237,Angel In Blue,0
1238,Angel In Blue Jeans,0
1239,Angel In Disguise,0
1240,Angel In My Pocket,0
1241,Angel In Your Arms,0
1242,Angel Of Harlem,0
1243,Angel Of Mine,4
1244,Angel Of The Morning,0
1245,Angel On My Shoulder,0
1246,Angel Say No,0
1247,Angela Jones,0
1248,Angeleyes,0
1249,Angelia,0
1250,Angelica,0
1251,Angeline,0
1252,Angeline Is Coming Home,0
1253,Angelito,0
1254,Angels,0
1255,Angels In Waiting,0
1256,Angels On The Moon,0
1257,Angels Would Fall,0
1258,Angie,1
1259,Angie Baby,1
1260,Angry All The Time,0
1261,Animal,0
1262,Animal House,0
1263,Animal I Have Become,0
1264,Animal Instinct,0
1265,Animal Zoo,0
1266,Animals,0
1267,Ann-Marie,0
1268,Anna,0
1269,Anna (Go To Him),0
1270,Anna-Molly,0
1271,Annabella,0
1272,Annabelle,0
1273,Annie Fanny,0
1274,Annie Get Your Yo-Yo,0
1275,Anniversary,0
1276,Anniversary Of Love,0
1277,Anonymous,0
1278,Another Brick In The Wall (Part II),4
1279,Another Cup Of Coffee,0
1280,Another Day In Paradise,4
1281,"Another Day, Another Heartache",0
1282,Another Day/Oh Woman Oh Why,0
1283,Another Dumb Blonde,0
1284,Another Heartache,0
1285,Another Like My Lover,0
1286,Another Lover,0
1287,Another Minute,0
1288,Another Night,0
1289,Another Nine Minutes,0
1290,Another One Bites The Dust,3
1291,"Another Park, Another Sunday",0
1292,Another Part Of Me,0
1293,Another Place Another Time,0
1294,Another Postcard (Chimps),0
1295,Another Puff,0
1296,Another Rainy Day In New York City,0
1297,Another Round,0
1298,Another Sad Love Song,0
1299,Another Saturday Night,0
1300,Another Side Of You,0
1301,Another Sleepless Night,0
1302,Another Star,0
1303,Another Ticket,0
1304,"Another Time, Another Place",0
1305,Another Try,0
1306,Another Way,0
1307,Another Way To Die,0
1308,Another Way to Die,0
1309,"Another You, Another Me",0
1310,Anotherloverholenyohead,0
1311,Answering Machine,0
1312,Anthem,0
1313,Anthony Boy,0
1314,Anticipation,0
1315,Antidote,0
1316,Antony And Cleopatra Theme,0
1317,Any Day Now,0
1318,Any Day Now (My Wild Beautiful Bird),0
1319,Any Love,0
1320,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,0
1321,Any Ol' Barstool,0
1322,Any Other Night,0
1323,Any Other Way,0
1324,"Any Time, Any Place/And On And On",0
1325,Any Way That You Want Me,0
1326,Any Way You Want It,0
1327,Any Way You Want It/Lovin' Touchin' Squeezin',0
1328,Any Way You Want Me,0
1329,Anybody,0
1330,Anybody But Me,0
1331,Anymore,0
1332,Anyone Can See,0
1333,Anyone Else,0
1334,Anyone Else But You,0
1335,Anyone For Tennis,0
1336,Anyone Who Had A Heart,0
1337,Anyone Who Knows What Love Is (will understand),0
1338,Anything,0
1339,"Anything (From ""Above The Rim"")",0
1340,Anything At All,0
1341,Anything But Down,0
1342,Anything But Mine,0
1343,Anything Can Happen,0
1344,Anything Could Happen,0
1345,Anything For You,2
1346,Anything Goes,0
1347,Anything I Want,0
1348,Anything Is Possible,0
1349,Anything Like Me,0
1350,Anything That's Part Of You,0
1351,Anything You Choose,0
1352,Anything You Want,0
1353,Anytime,0
1354,Anytime (I'll Be There),0
1355,Anytime (i'll Be There),0
1356,Anytime At All,0
1357,Anytime You Need A Friend,0
1358,Anyway,0
1359,Anyway That You Want Me,0
1360,Anyway The Wind Blows,0
1361,Anywhere,0
1362,Anywhere With You,0
1363,Apache,0
1364,Apache '65,0
1365,Apartment 21,0
1366,Apeman,0
1367,Apes**t,0
1368,Apologize,0
1369,Apparently,0
1370,Applause,0
1371,Apple Green,0
1372,Apple Of My Eye,0
1373,Apples And Bananas,0
1374,"Apples, Peaches, Pumpkin Pie",0
1375,Apricot Brandy,0
1376,Aqua Boogie (A Psychoalphadiscobetabioaquadoloop),0
1377,Aquarius/Let The Sunshine In,6
1378,Arab Money,0
1379,Arc Of A Diver,0
1380,Are We Cuttin',0
1381,Are We Ourselves?,0
1382,Are You A Boy Or Are You A Girl,0
1383,Are You Getting Any Sunshine?,0
1384,Are You Getting Enough Happiness,0
1385,Are You Gonna Be My Girl,0
1386,Are You Gonna Kiss Me Or Not,0
1387,Are You Happy,0
1388,Are You Happy Now?,0
1389,Are You Jimmy Ray?,0
1390,Are You Lonely For Me,0
1391,Are You Lonesome To-night?,6
1392,Are You Lonesome Tonight,0
1393,Are You Man Enough,0
1394,Are You My Woman? (Tell Me So),0
1395,Are You Never Coming Home,0
1396,Are You Old Enough,0
1397,Are You Ready?,0
1398,Are You Really Mine,0
1399,Are You Serious,0
1400,Are You Sincere,0
1401,Are You Still My Baby,0
1402,Are You Sure,0
1403,Are You Sure Hank Done It This Way,0
1404,Are You That Somebody?,0
1405,Are You There (With Another Girl),0
1406,Area Codes,0
1407,Ariel,0
1408,Arizona,0
1409,Armageddon It,0
1410,Armed And Dangerous,0
1411,Armed And Extremely Dangerous,0
1412,Arms,0
1413,Arms Around You,0
1414,Arms Of Mary,0
1415,Armstrong,0
1416,Around My Way (Freedom Ain't Free),0
1417,Around The Corner,0
1418,Around The Way Girl,0
1419,Around The World,0
1420,Around The World (La La La La La),0
1421,Arrested For Driving While Blind,0
1422,Arrow Through Me,0
1423,Art For Art's Sake,0
1424,Arthur's Theme (Best That You Can Do),3
1425,Artificial Flowers,0
1426,As,0
1427,As Good As I Once Was,0
1428,As I Lay Me Down,0
1429,As If,0
1430,As If I Didn't Know,0
1431,As If We Never Said Goodbye,0
1432,As Long As He Takes Care Of Home,0
1433,As Long As I Can Dream,0
1434,As Long As I Know He's Mine,0
1435,As Long As It Matters,0
1436,As Long As She Needs Me,0
1437,As Long As You Follow,0
1438,As Long As You Love Me,0
1439,As Long As You Love Me (Acoustic),0
1440,As Long As You're There,0
1441,As She's Walking Away,0
1442,As Tears Go By,0
1443,As The Years Go By,0
1444,As Time Goes By,0
1445,As Usual,0
1446,As We Lay,0
1447,As Your Friend,0
1448,Ascension (Don't Ever Wonder),0
1449,Ashes And Sand,0
1450,Ashes By Now,0
1451,Ashes To Ashes,0
1452,Asia Minor,0
1453,Ask Me,0
1454,Ask Me How I Know,0
1455,Ask Me No Questions,0
1456,Ask Me What You Want,0
1457,"Ask Of You (From ""Higher Learning"")",0
1458,Ask The Lonely,0
1459,Ass Back Home,0
1460,Ass Like That,0
1461,Aston Martin Music,0
1462,Astral Man,0
1463,Astronauts,0
1464,Astrothunder,0
1465,At Last,0
1466,At Midnight,0
1467,At Midnight (My Love Will Lift You Up),0
1468,At My Best,0
1469,At My Front Door,0
1470,At Night I Pray,0
1471,At Seventeen,0
1472,At The Beginning,0
1473,At The Club,0
1474,At The Scene,0
1475,At The Shore,0
1476,At The Stars,0
1477,At The Top Of The Stairs,0
1478,At The Zoo,0
1479,At This Moment,2
1480,At Your Best (You Are Love),0
1481,Athena,0
1482,Atlanta Lady (Something About Your Love),0
1483,Atlantis,0
1484,Atlas,0
1485,Atomic,0
1486,Attack,0
1487,Attack Of The Name Game,0
1488,Attention,0
1489,Attitude Dancing,0
1490,Aubrey,0
1491,Auld Lang Syne,0
1492,Aunt Dora's Love Soul Shack,0
1493,Austin,0
1494,Auto Pilot,0
1495,Autobahn,0
1496,Autograph,0
1497,Automatic,0
1498,Automatic Lover (Call For Love),0
1499,Automatic Man,0
1500,Automatically Sunshine,0
1501,Autumn Leaves - 1965,0
1502,Autumn Of My Life,0
1503,Ava Adore,0
1504,Avenging Annie,0
1505,Avenues,0
1506,Aw Naw,0
1507,"Aw Shucks, Hush Your Mouth",0
1508,Awake,0
1509,Awake And Alive,0
1510,Award Tour,0
1511,Away From Me,0
1512,Away From The Sun,0
1513,Awful Things,0
1514,"Awful, Beautiful Life",0
1515,Awnaw,0
1516,Axel F,0
1517,Ay Chico (Lengua Afuera),0
1518,Ayo,0
1519,Ayo Technology,0
1520,Ayy Ladies,0
1521,B R Right,0
1522,B'wa Nina (Pretty Girl),0
1523,B**** Better Have My Money,0
1524,B**** I'm Madonna,0
1525,B-A-B-Y,0
1526,B-Please,0
1527,B.B.D. (I Thought It Was Me)?,0
1528,B.E.D.,0
1529,B.M.F. (Blowin' Money Fast),0
1530,B.Y.O.B.,0
1531,BAD!,0
1532,BB Good,0
1533,BBO (Bad Bitches Only),0
1534,BEBE,0
1535,Babe,2
1536,Babel,0
1537,Baby,0
1538,Baby (You've Got What It Takes),0
1539,Baby Baby,2
1540,Baby Baby All The Time,0
1541,Baby Baby Baby,0
1542,Baby Be Mine,0
1543,Baby Be My Love Song,0
1544,Baby Be There,0
1545,Baby Blue,0
1546,Baby Boy,9
1547,Baby By Me,0
1548,Baby Can I Hold You,0
1549,Baby Come And Get It,0
1550,Baby Come Back,3
1551,Baby Come Back To Me,0
1552,Baby Come Close,0
1553,Baby Come Home,0
1554,Baby Come On Home,0
1555,Baby Come To Me,0
1556,Baby Don't Change Your Mind,0
1557,Baby Don't Cry (Keep Ya Head Up II),0
1558,Baby Don't Forget My Number,1
1559,Baby Don't Get Hooked On Me,3
1560,Baby Don't Go,0
1561,Baby Don't Lie,0
1562,Baby Don't Take Your Love,0
1563,Baby Don't You Do It,0
1564,Baby Don't You Know,0
1565,Baby Don't You Weep,0
1566,Baby Elephant Walk,0
1567,Baby Face,0
1568,Baby Get It (And Don't Quit It),0
1569,Baby Girl,0
1570,Baby Got Back,5
1571,Baby Grand,0
1572,Baby Has Gone Bye Bye,0
1573,Baby Hold On,0
1574,Baby Hold On To Me,0
1575,Baby I,0
1576,Baby I Do Love You,0
1577,Baby I Lied,0
1578,Baby I Love U,0
1579,Baby I Love You,0
1580,"Baby I Love Your Way (From ""Reality Bites"")",0
1581,Baby I Need You,0
1582,Baby I Need Your Lovin',0
1583,Baby I Need Your Loving,0
1584,Baby I Want You,0
1585,Baby I'm - A Want You,0
1586,Baby I'm Back,0
1587,Baby I'm Burnin',0
1588,Baby I'm For Real/Natural High,0
1589,Baby I'm Hooked,0
1590,Baby I'm Lonely,0
1591,Baby I'm Yours,0
1592,Baby I've Been Missing You,0
1593,Baby It's Cold Outside,0
1594,Baby It's You,0
1595,Baby Jane,0
1596,Baby Let Me Kiss You,0
1597,Baby Let Me Take You (In My Arms),0
1598,Baby Let's Wait,0
1599,Baby Love,4
1600,Baby Luv,0
1601,Baby Make It Soon,0
1602,Baby Make Your Own Sweet Music,0
1603,Baby Makes Her Blue Jeans Talk,0
1604,Baby Mama,0
1605,Baby Oh Baby,0
1606,Baby One More Time,0
1607,Baby Please Come Back Home,0
1608,Baby Scratch My Back,0
1609,Baby Shark,0
1610,Baby Sitter,0
1611,Baby Sittin' Boogie,0
1612,Baby Step Back,0
1613,Baby Take Me In Your Arms,0
1614,Baby Talk,0
1615,Baby Talks Dirty,0
1616,Baby That's Backatcha,0
1617,Baby The Rain Must Fall,0
1618,Baby Toys,0
1619,Baby U Are,0
1620,Baby What Do You Want Me To Do,0
1621,Baby What I Mean,0
1622,Baby What You Want Me To Do,0
1623,Baby Won't You Let Me Rock 'N Roll You,0
1624,Baby Workout,0
1625,Baby You Come Rollin' Across My Mind,0
1626,Baby You Got It,0
1627,Baby You Know,0
1628,Baby You're A Rich Man,0
1629,Baby You're So Fine,0
1630,Baby You're So Right For Me,0
1631,Baby's Coming Back,0
1632,Baby's First Christmas,0
1633,Baby's Gone,0
1634,"Baby, Baby Don't Cry",0
1635,"Baby, Baby I Love You",0
1636,"Baby, Baby, Baby",0
1637,"Baby, Come Back",0
1638,"Baby, Come Over (This Is Our Night)",0
1639,"Baby, Come To Me",2
1640,"Baby, Do The Philly Dog",0
1641,"Baby, Don't Be Looking In My Mind",0
1642,"Baby, Don't You Cry (The New Swingova Rhythm)",0
1643,"Baby, Hang Up The Phone",0
1644,"Baby, Help Me",0
1645,"Baby, I Believe In You",0
1646,"Baby, I Love You",0
1647,"Baby, I Love Your Way",0
1648,"Baby, I Love Your Way/Freebird Medley",1
1649,"Baby, I Need Your Lovin'",0
1650,"Baby, I Need Your Loving",0
1651,"Baby, I'll Give It To You",0
1652,"Baby, I'm For Real",0
1653,"Baby, I'm Yours",0
1654,"Baby, Is There Something On Your Mind",0
1655,"Baby, It's Cold Outside",0
1656,"Baby, It's Tonight",0
1657,"Baby, Now That I've Found You",0
1658,"Baby, We Better Try To Get It Together",0
1659,"Baby, We've Got Love",0
1660,"Baby, What A Big Surprise",0
1661,"Baby, What About You",0
1662,"Baby, What's Wrong",0
1663,"Baby, You Look Good To Me Tonight",0
1664,"Baby, You're Driving Me Crazy",0
1665,"Baby, You're Right",0
1666,Baby-Baby-Baby,0
1667,Baby-Get It On,0
1668,Babylon,0
1669,Bacc At It Again,0
1670,Bachelor Boy,0
1671,Baciare Baciare (Kissing Kissing),0
1672,Back & Forth,0
1673,Back 2 Good,0
1674,Back And Forth,0
1675,Back At One,0
1676,"Back At The Chicken Shack, Part 1",0
1677,Back Beat No. 1,0
1678,Back Door Man,0
1679,Back For A Taste Of Your Love,0
1680,Back For Good,0
1681,Back Here,0
1682,Back Home Again,0
1683,Back In Black,0
1684,Back In Love Again,0
1685,Back In My Arms Again,1
1686,Back In Stride,0
1687,Back In The Day,0
1688,Back In The High Life Again,0
