,Song,Performer,Relevance (Total Weeks on Chart),Count of no. 1,Year,Month,Popularity
36187,Honky-Tonk Girl,Johnny Cash (7-1960),1,0,1960,7,0.0
36197,Girl In My Dreams,The Capris (9-1961),1,0,1961,9,0.0
36199,Island In The Sky,Troy Shondell (1-1962),1,0,1962,1,0.0
36166,Flaws And Sins,Juice WRLD (3-2019),1,0,2019,3,0.0
36169,Invitation To The Blues,Ray Price (9-1958),1,0,1958,9,0.0
36172,Hold It,Bill Doggett (11-1958),1,0,1958,11,0.0
36233,I Don't Know What You've Got But It's Got Me - Part I,Little Richard (11-1965),1,0,1965,11,0.0
36236,My Answer,Jimmy McCracklin (1-1966),1,0,1966,1,0.0
36217,How Much Can A Lonely Heart Stand,Skeeter Davis (2-1964),1,0,1964,2,0.0
36162,Global,Lil Baby (12-2018),1,0,2018,12,0.0
36145,"Heads Carolina, Tails California",Danielle Bradbery (6-2013),1,0,2013,6,0.0
36152,Little More (Royalty),Chris Brown (1-2016),1,0,2016,1,0.0
36158,Imitadora,Romeo Santos (8-2017),1,0,2017,8,0.0
36127,Lloro Por Ti,Enrique Iglesias (11-2008),1,0,2008,11,0.0
36134,Like We Used To,A Rocket To The Moon (10-2010),1,0,2010,10,0.0
35851,Nightmares Of The Bottom,Lil Wayne (9-2011),1,0,2011,9,0.0
35862,I'm Not Gonna Miss You,Glen Campbell (11-2014),1,0,2014,11,0.0
35864,Have Yourself A Merry Little Christmas,Sam Smith (12-2014),1,0,2014,12,0.0
35849,Moving To Mars,Coldplay (7-2011),1,0,2011,7,0.0
35834,Keep Your Mind Wide Open,AnnaSophia Robb (3-2007),1,0,2007,3,0.0
35837,Headlines (Friendship Never Ends),Spice Girls (11-2007),1,0,2007,11,0.0
35845,Driving Me Crazy,Sam Adams (3-2010),1,0,2010,3,0.0
35894,Mr. Pride,Chuck Jackson (4-1961),1,0,1961,4,0.0
35895,Life's A Holiday,Jerry Wallace (5-1961),1,0,1961,5,0.0
35901,Love (I'm So Glad) I Found You,The Spinners (11-1961),1,0,1961,11,0.0
35869,Eraser,Ed Sheeran (3-2017),1,0,2017,3,0.0
35872,Marcy Me,JAY-Z (7-2017),1,0,2017,7,0.0
35874,No Sleep Leak,Lil Uzi Vert (9-2017),1,0,2017,9,0.0
35876,Motorcycle Patches,Huncho Jack (1-2018),1,0,2018,1,0.0
35880,Have It All,Jason Mraz (8-2018),1,0,2018,8,0.0
35881,Happy Now,Zedd & Elley Duhe (9-2018),1,0,2018,9,0.0
35825,Nada Es Para Siempre,Luis Fonsi (8-2005),1,0,2005,8,0.0
36249,It's Been A Long Long Time,The Elgins (7-1967),1,0,1967,7,0.0
36601,It's-A-Happening,The Magic Mushrooms (11-1966),1,0,1966,11,0.0
36606,I Could Be So Happy,The Magnificent Men (7-1967),1,0,1967,7,0.0
36627,No One Better Than You,Petula Clark (11-1969),1,0,1969,11,0.0
36865,Midnighter,The Champs (8-1958),1,0,1958,8,0.0
36862,Gun Smoke,21 Savage (1-2019),1,0,2019,1,0.0
36859,Huncho Dreams,Quavo (10-2018),1,0,2018,10,0.0
36849,Now & Later,Sage The Gemini (2-2017),1,0,2017,2,0.0
36851,Hearts Don't Break Around Here,Ed Sheeran (3-2017),1,0,2017,3,0.0
36858,Maybe It's Time,Bradley Cooper (10-2018),1,0,2018,10,0.0
36860,Kiss And Make Up,Dua Lipa & BLACKPINK (11-2018),1,0,2018,11,0.0
36841,I Am Beautiful,Candice Glover (6-2013),1,0,2013,6,0.0
36890,Oh Mein Papa,Dick Lee (3-1961),1,0,1961,3,0.0
36839,I'll Be Home For Christmas,Kelly Clarkson (12-2011),1,0,2011,12,0.0
36831,O... Saya,M.I.A. & A R Rahman (3-2009),1,0,2009,3,0.0
36833,Love This Pain,Lady Antebellum (1-2010),1,0,2010,1,0.0
36835,Halfway There,Big Time Rush (5-2010),1,0,2010,5,0.0
36815,I Don't Need A Man,The Pussycat Dolls (5-2007),1,0,2007,5,0.0
36255,Hey Boy Take A Chance On Love,Ruby Andrews (1-1968),1,0,1968,1,0.0
36525,Guess I've Been Around Too Long,Carl Smith (9-1958),1,0,1958,9,0.0
36530,I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano (1-1959),1,0,1959,1,0.0
36538,Fog Cutter,The Frantics (9-1959),1,0,1959,9,0.0
36523,Make It Back,Juice WRLD (11-2018),1,0,2018,11,0.0
36507,Firestone,Kygo Featuring Conrad (10-2015),1,0,2015,10,0.0
36509,I'd Just Love To Lay You Down,Barrett Baber (12-2015),1,0,2015,12,0.0
36517,Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA (10-2017)",1,0,2017,10,0.0
36568,I Wouldn't Know (What To Do),Dinah Washington (9-1962),1,0,1962,9,0.0
36564,"Jane, Jane, Jane",The Kingston Trio (5-1962),1,0,1962,5,0.0
36502,Happy Little Pill,Troye Sivan (8-2014),1,0,2014,8,0.0
36500,Leave Your Lover,Sam Smith (6-2014),1,0,2014,6,0.0
36454,Mr. Jones,Mike Jones (1-2007),1,0,2007,1,0.0
36456,Love Today,MIKA (4-2007),1,0,2007,4,0.0
36457,Make Some Noise,Hannah Montana (7-2007),1,0,2007,7,0.0
36460,Migrate,Mariah Carey Featuring T-Pain (5-2008),1,0,2008,5,0.0
36483,I Wouldn't Be A Man,Josh Turner (7-2011),1,0,2011,7,0.0
36490,Lamborghini Angels,Lupe Fiasco (9-2012),1,0,2012,9,0.0
36497,Just Keep Breathing,WE the Kings (4-2013),1,0,2013,4,0.0
36482,Major Minus,Coldplay (7-2011),1,0,2011,7,0.0
36468,Maybach Music 2,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne (5-2009)",1,0,2009,5,0.0
36472,If It Kills Me,Jason Mraz (8-2009),1,0,2009,8,0.0
36474,My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder (2-2010),1,0,2010,2,0.0
36478,Introducing Me,Nick Jonas (9-2010),1,0,2010,9,0.0
34579,March Of The Siamese Children,Kenny Ball and his Jazzmen (4-1962),1,0,1962,4,0.0
34491,Grandma Got Run Over By A Reindeer,Elmo & Patsy (1-1998),1,0,1998,1,0.0
34540,Olivia,One Direction (12-2015),1,0,2015,12,0.0
34543,Look At My Dab,Migos (3-2016),1,0,2016,3,0.0
34548,Huncho Jack,Huncho Jack (1-2018),1,0,2018,1,0.0
34549,Emoji A Chain,Migos (2-2018),1,0,2018,2,0.0
34552,Goodnight N Go,Ariana Grande (9-2018),1,0,2018,9,0.0
34520,Ice Cream Freeze (Let's Chill),Hannah Montana (7-2009),1,0,2009,7,0.0
34533,My Baby's Guns N' Roses,Brantley Gilbert (5-2014),1,0,2014,5,0.0
35345,Drinkin' Too Much,Sam Hunt (1-2017),1,0,2017,1,0.0
35346,I Don't,Mariah Carey Featuring YG (2-2017),1,0,2017,2,0.0
35353,OKRA,"Tyler, The Creator (4-2018)",1,0,2018,4,0.0
35355,Negative Energy,Trippie Redd Featuring Kodie Shane (11-2018),1,0,2018,11,0.0
35325,New God Flow,Pusha T Kanye West (8-2012),1,0,2012,8,0.0
35330,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery (6-2013),1,0,2013,6,0.0
35334,My Story,R. Kelly Featuring 2 Chainz (12-2013),1,0,2013,12,0.0
35398,I Found A New Baby,Bobby Darin (12-1962),1,0,1962,12,0.0
35379,Faraway Star,The Chordettes (9-1961),1,0,1961,9,0.0
35380,Laugh,The Velvets featuring Virgil Johnson (10-1961),1,0,1961,10,0.0
35318,Help Is On The Way,Rise Against (2-2011),1,0,2011,2,0.0
35304,Freak On A Leash (Unplugged),Korn Featuring Amy Lee (3-2007),1,0,2007,3,0.0
34923,Get On Your Knees,Nicki Minaj Featuring Ariana Grande (1-2015),1,0,2015,1,0.0
34930,On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean (7-2017)",1,0,2017,7,0.0
34935,Made For Now,Janet & Daddy Yankee (9-2018),1,0,2018,9,0.0
34936,Gnarly,Kodak Black Featuring Lil Pump (12-2018),1,0,2018,12,0.0
34902,Going On,Gnarls Barkley (4-2008),1,0,2008,4,0.0
34908,Maybe This Time,Glee Cast Featuring Kristin Chenoweth (10-2009),1,0,2009,10,0.0
34913,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius (10-2010),1,0,2010,10,0.0
34940,Hawaiian War Chant,Billy Vaughn And His Orchestra (3-1959),1,0,1959,3,0.0
34951,Is There Something On Your Mind,Jack Scott (1-1961),1,0,1961,1,0.0
76361,Sympathy For The Devil (Remixes),The Rolling Stones (10-2003),1,0,2003,10,0.0
76364,Coo-Coo Chee,Ric-A-Che Featuring Darija (6-2004),1,0,2004,6,0.0
76371,An Honest Mistake,The Bravery (7-2005),1,0,2005,7,0.0
76405,The Crow & The Butterfly,Shinedown (8-2010),1,0,2010,8,0.0
76409,Don't Cry For Me Argentina (Lea Michele Version),Glee Cast (12-2010),1,0,2010,12,0.0
76410,Cat Daddy,Rej3ctz (6-2011),1,0,2011,6,0.0
76531,Dance With Mr. Domino,Fats Domino (7-1962),1,0,1962,7,0.0
76536,Does He Mean That Much To You?,Eddy Arnold (12-1962),1,0,1962,12,0.0
76573,The Drinking Man's Diet,Allan Sherman (12-1965),1,0,1965,12,0.0
76539,Pretty Boy Lonely,Patti Page (3-1963),1,0,1963,3,0.0
76544,Black Cloud,Chubby Checker (6-1963),1,0,1963,6,0.0
76550,"Baby, We've Got Love",Johnnie Taylor (11-1963),1,0,1963,11,0.0
76554,Across The Street,Lenny O'Henry (5-1964),1,0,1964,5,0.0
76557,All Grown Up,The Crystals (8-1964),1,0,1964,8,0.0
76446,6 Man,Drake (3-2015),1,0,2015,3,0.0
76447,Daddy,PSY Featuring CL (12-2015),1,0,2015,12,0.0
76449,Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne (2-2016),1,0,2016,2,0.0
76427,Sexy People (The Fiat Song),Arianna Featuring Pitbull (5-2013),1,0,2013,5,0.0
76453,Blessed Up,Meek Mill (11-2016),1,0,2016,11,0.0
76482,That's All I Want,Bobby Day (4-1959),1,0,1959,4,0.0
76491,CooCoo-U,The Kingston Trio (12-1959),1,0,1959,12,0.0
76460,BoomTrap Protocol,Logic (3-2018),1,0,2018,3,0.0
76463,Deep End,Lil Baby (10-2018),1,0,2018,10,0.0
76465,Same Yung N***a,Gunna Featuring Playboi Carti (3-2019),1,0,2019,3,0.0
76013,All The Way Home,Tamar Braxton (12-2013),1,0,2013,12,0.0
76031,Temporary Fix,One Direction (12-2015),1,0,2015,12,0.0
75995,Black Rain,Soundgarden (9-2010),1,0,2010,9,0.0
76008,She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank (3-2013),1,0,2013,3,0.0
75992,Dirty Picture,Taio Cruz Featuring Ke$ha (6-2010),1,0,2010,6,0.0
76057,"Piove (Ciao, Ciao Bambina)",Domenico Modugno (3-1959),1,0,1959,3,0.0
76062,Sweet Sugar Lips,The Kalin Twins (7-1959),1,0,1959,7,0.0
76041,Barcelona,Ed Sheeran (3-2017),1,0,2017,3,0.0
76042,CC,Migos Featuring Gucci Mane (2-2018),1,0,2018,2,0.0
76046,Cop Shot The Kid,Nas Featuring Kanye West (6-2018),1,0,2018,6,0.0
76048,Slow Dancing In The Dark,Joji (3-2019),1,0,2019,3,0.0
76051,Sunday Barbecue,Tennessee Ernie Ford (8-1958),1,0,1958,8,0.0
75916,Sleeping With The Lights On,Curtis Stigers (6-1992),1,0,1992,6,0.0
75973,Crash Here Tonight,Toby Keith (11-2006),1,0,2006,11,0.0
75983,Something In Your Mouth,Nickelback (11-2008),1,0,2008,11,0.0
75969,And I,Ciara (10-2005),1,0,2005,10,0.0
75962,So What The Fuss,Stevie Wonder (4-2005),1,0,2005,4,0.0
76579,"Sam, You Made The Pants Too Long",Barbra Streisand (5-1966),1,0,1966,5,0.0
76074,Revival,Johnny And The Hurricanes (8-1960),1,0,1960,8,0.0
76188,And She's Mine,Spanky And Our Gang (6-1969),1,0,1969,6,0.0
76200,Animal Zoo,Spirit (9-1970),1,0,1970,9,0.0
76179,(I Can Feel Your Love) Slipping Away,Barbara Mason (9-1968),1,0,1968,9,0.0
76240,Rock 'N' Roll (I Gave You The Best Years Of My Life),Terry Jacks (12-1974),1,0,1974,12,0.0
76160,Devil's Angels,Davie Allan And The Arrows (7-1967),1,0,1967,7,0.0
76108,Slop Time,The Sherrys (1-1963),1,0,1963,1,0.0
76114,At The Shore,Johnny Caswell (8-1963),1,0,1963,8,0.0
76091,Broken Hearted,The Miracles (7-1961),1,0,1961,7,0.0
76118,31 Flavors,The Shirelles (11-1963),1,0,1963,11,0.0
76141,Blue Shadows,B.B. King (7-1965),1,0,1965,7,0.0
76155,Behind The Door,Cher (11-1966),1,0,1966,11,0.0
76126,Sie Liebt Dich (She Loves You),Die Beatles (6-1964),1,0,1964,6,0.0
76135,Pretend You Don't See Her,Bobby Vee (12-1964),1,0,1964,12,0.0
97646,"Full Term Love (From ""Class Act"")",Monie Love (8-1992),1,0,1992,8,0.0
97713,Greatest Time Of Year,Aly & AJ (12-2006),1,0,2006,12,0.0
97838,Hail To The Conquering Hero,James Darren (10-1962),1,0,1962,10,0.0
97839,Limbo Dance,The Champs (10-1962),1,0,1962,10,0.0
97846,Hello Jim,Paul Anka (6-1963),1,0,1963,6,0.0
97820,Lovedrops,Mickey & Sylvia (8-1961),1,0,1961,8,0.0
97880,Good Time Music,The Beau Brummels (12-1965),1,0,1965,12,0.0
97873,"If You Really Want Me To, I'll Go",The Ron-Dels (7-1965),1,0,1965,7,0.0
97862,One More Tear,The Raindrops (9-1964),1,0,1964,9,0.0
97808,Livin' Dangerously,The McGuire Sisters (1-1960),1,0,1960,1,0.0
97748,Eyes Wide Open,Gotye (5-2012),1,0,2012,5,0.0
97757,Helluva Night,Ludacris (9-2013),1,0,2013,9,0.0
97726,Little Miss Obsessive,Ashlee Simpson With Tom Higgenson (5-2008),1,0,2008,5,0.0
97727,Dreams Collide,Colbie Caillat (5-2008),1,0,2008,5,0.0
97794,Love Me Anyway,P!nk Featuring Chris Stapleton (5-2019),1,0,2019,5,0.0
97795,HP,Maluma (6-2019),1,0,2019,6,0.0
97797,Ma Ma Ma Marie,The Gaylords (8-1958),1,0,1958,8,0.0
97787,Kream,Iggy Azalea Feauring Tyga (7-2018),1,0,2018,7,0.0
97784,Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande (4-2017)",1,0,2017,4,0.0
76701,Chinese Kung Fu,Banzaii (10-1975),1,0,1975,10,0.0
76745,Sad But True,Metallica (10-1992),1,0,1992,10,0.0
76747,Something Good,Utah Saints (11-1992),1,0,1992,11,0.0
76728,Spring Love,The Cover Girls (8-1987),1,0,1987,8,0.0
76608,Dear Delilah,Grapefruit (3-1968),1,0,1968,3,0.0
76613,The B.B. Jones,B.B. King (9-1968),1,0,1968,9,0.0
76618,Something's On Her Mind,The 4 Seasons (3-1969),1,0,1969,3,0.0
76601,Don't Rock The Boat,Eddie Floyd (7-1967),1,0,1967,7,0.0
76651,Been Too Long On The Road,Mark Lindsay (6-1971),1,0,1971,6,0.0
97506,Golden Gate Park,Rejoice! (10-1968),1,0,1968,10,0.0
97492,How Can You Mistreat The One You Love,Jean & The Darlings (8-1967),1,0,1967,8,0.0
97475,Every Day And Every Night,The Trolls (10-1966),1,0,1966,10,0.0
97487,I Believed It All,Pozo Seco Singers (5-1967),1,0,1967,5,0.0
97549,One Of The Boys,Mott The Hoople (1-1973),1,0,1973,1,0.0
97522,"Love, Peace And Happiness",Chambers Brothers (2-1970),1,0,1970,2,0.0
76775,Cherchez LaGhost,Ghostface Killah (8-2000),1,0,2000,8,0.0
76778,Souljas,Master P (11-2000),1,0,2000,11,0.0
76756,Release Yo' Delf,Method Man (3-1995),1,0,1995,3,0.0
97457,Girl On The Billboard,Del Reeves (6-1965),1,0,1965,6,0.0
76800,Storm,Lenny Kravitz Featuring Jay-Z (8-2004),1,0,2004,8,0.0
75013,Rose Of Cimarron,Poco (8-1976),1,0,1976,8,0.0
74978,A Womans' Way,Rozetta Johnson (12-1970),1,0,1970,12,0.0
74920,Big Boss Line,Jackie Wilson (5-1964),1,0,1964,5,0.0
74932,Sad Tomorrows,Trini Lopez (5-1965),1,0,1965,5,0.0
74911,Baja,The Astronauts (7-1963),1,0,1963,7,0.0
74896,Pop-Eye Stroll,Mar-Keys (3-1962),1,0,1962,3,0.0
74901,Bonanza!,Johnny Cash (9-1962),1,0,1962,9,0.0
74938,Rib Tip's (Part 1),Andre Williams & His Orch. (1-1966),1,0,1966,1,0.0
74953,Paper Sun,Traffic featuring Stevie Winwood (9-1967),1,0,1967,9,0.0
74893,Rough Lover,Aretha Franklin (2-1962),1,0,1962,2,0.0
75170,A Feelin' Like That,Gary Allan (5-2007),1,0,2007,5,0.0
75179,Coconut Juice,Tyga Featuring Travis McCoy (6-2008),1,0,2008,6,0.0
75183,Bigger,Justin Bieber (12-2009),1,0,2009,12,0.0
75212,Calm Down,Busta Rhymes Featuring Eminem (7-2014),1,0,2014,7,0.0
75220,A.M.,One Direction (12-2015),1,0,2015,12,0.0
75221,Random,G-Eazy (12-2015),1,0,2015,12,0.0
75209,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin (3-2014),1,0,2014,3,0.0
75195,Bang Bang Bang,Selena Gomez & The Scene (6-2011),1,0,2011,6,0.0
75198,President Carter,Lil Wayne (9-2011),1,0,2011,9,0.0
74582,Do The Best You Can,The Hollies (9-1968),1,0,1968,9,0.0
74585,Don't Be Afraid (Do As I Say),Frankie Karl & The Dreams (12-1968),1,0,1968,12,0.0
74592,Rock Island Line,Johnny Cash (2-1970),1,0,1970,2,0.0
74635,Six Packs A Day,Billy Lemmons (3-1977),1,0,1977,3,0.0
74607,Carey,Joni Mitchell (9-1971),1,0,1971,9,0.0
74834,Adore,Cashmere Cat Featuring Ariana Grande (3-2015),1,0,2015,3,0.0
74837,Sparks,Hilary Duff (7-2015),1,0,2015,7,0.0
74843,Digits,Young Thug (4-2016),1,0,2016,4,0.0
74846,Blue Notes,Meek Mill (11-2016),1,0,2016,11,0.0
74830,Come Join The Murder,The White Buffalo & The Forest Rangers (12-2014),1,0,2014,12,0.0
74827,Someone Else,Miley Cyrus (10-2013),1,0,2013,10,0.0
74811,As Long As You're There,Glee Cast (6-2011),1,0,2011,6,0.0
74809,Crazy Beautiful Life,Ke$ha (12-2010),1,0,2010,12,0.0
74849,Culture,Migos Featuring DJ Khaled (2-2017),1,0,2017,2,0.0
74852,Sweet Creature,Harry Styles (5-2017),1,0,2017,5,0.0
74854,Solo de Mi,Bad Bunny (1-2019),1,0,2019,1,0.0
74856,Right Back,Khalid (4-2019),1,0,2019,4,0.0
74858,Only Human,Jonas Brothers (6-2019),1,0,2019,6,0.0
74861,Bluebell,Mitch Miller and his Orchestra and Chorus (10-1958),1,0,1958,10,0.0
74870,Don't Destroy Me,Crash Craddock (11-1959),1,0,1959,11,0.0
74806,Rose's Turn,Glee Cast (5-2010),1,0,2010,5,0.0
74800,Shining Down,Lupe Fiasco Featuring Matthew Santos (7-2009),1,0,2009,7,0.0
75683,A Thousand Miles Away,The Heartbeats (11-1960),1,0,1960,11,0.0
75722,One Piece Topless Bathing Suit,The Rip Chords (8-1964),1,0,1964,8,0.0
75731,Suddenly I'm All Alone,Walter Jackson (2-1965),1,0,1965,2,0.0
75699,Send For Me (If you need some Lovin),Barbara George (9-1962),1,0,1962,9,0.0
75700,"Cold, Cold Heart",Dinah Washington (11-1962),1,0,1962,11,0.0
75708,(Theme From) Any Number Can Win,Jimmy Smith (11-1963),1,0,1963,11,0.0
75653,ASMR,21 Savage (1-2019),1,0,2019,1,0.0
75597,Break My Heart,Spectacular! Cast (3-2009),1,0,2009,3,0.0
75590,Shake Your Pom Pom,Missy Elliott (3-2008),1,0,2008,3,0.0
75589,Still Will,50 Cent Featuring Akon (12-2007),1,0,2007,12,0.0
75610,So Special,Lil Wayne Featuring John Legend (9-2011),1,0,2011,9,0.0
75636,Blow A Bag,Future (8-2015),1,0,2015,8,0.0
75646,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope (8-2017)",1,0,2017,8,0.0
75648,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph (11-2017),1,0,2017,11,0.0
75650,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee (12-2017),1,0,2017,12,0.0
75631,Bad B*tch,French Montana Featuring Jeremih (1-2015),1,0,2015,1,0.0
75736,Play With Fire,The Rolling Stones (5-1965),1,0,1965,5,0.0
75776,Sweeter Than Sugar,Ohio Express (3-1969),1,0,1969,3,0.0
75740,Do I Make Myself Clear,Etta James & Sugar Pie DeSanto (12-1965),1,0,1965,12,0.0
75803,Puff Of Smoke,Roy Head (6-1971),1,0,1971,6,0.0
75796,Solution For Pollution,Charles Wright And The Watts 103rd Street Rhythm Band (1-1971),1,0,1971,1,0.0
75230,Boy,Lee Brice (6-2017),1,0,2017,6,0.0
75341,Don't Let Your Left Hand Know,Joe Tex (4-1965),1,0,1965,4,0.0
75348,Blue River,Elvis Presley (1-1966),1,0,1966,1,0.0
75317,Cowboy Boots,Dave Dudley (10-1963),1,0,1963,10,0.0
75388,All God's Children Got Soul,Dorothy Morrison (10-1969),1,0,1969,10,0.0
75367,Penny Arcade,The Cyrkle (9-1967),1,0,1967,9,0.0
75260,Private Eye,The Olympics (9-1959),1,0,1959,9,0.0
75251,(Night Time Is) The Right Time,Ray Charles with the Raylettes (2-1959),1,0,1959,2,0.0
75247,Someday (You'll Want Me To Want You),Jodie Sands (10-1958),1,0,1958,10,0.0
75248,Billy Bayou,Jim Reeves (12-1958),1,0,1958,12,0.0
75273,Dance With Me Georgie,The Bobbettes (10-1960),1,0,1960,10,0.0
75299,Play The Thing,Marlowe Morris Quintet (3-1962),1,0,1962,3,0.0
75301,"Quando, Quando, Quando (Tell Me When)",Pat Boone (5-1962),1,0,1962,5,0.0
75307,Someone Somewhere,Junior Parker (1-1963),1,0,1963,1,0.0
75292,Seven Day Fool,Etta James (12-1961),1,0,1961,12,0.0
75278,Child Of God,Bobby Darin (12-1960),1,0,1960,12,0.0
75287,Dear Mr. D.J. Play It Again,Tina Robin (9-1961),1,0,1961,9,0.0
119114,Awake And Alive,Skillet (9-2009),1,0,2009,9,0.0
119135,Shot For Me,Drake (12-2011),1,0,2011,12,0.0
119131,Teenage Daughters,Martina McBride (6-2011),1,0,2011,6,0.0
119129,Dancing Crazy,Miranda Cosgrove (4-2011),1,0,2011,4,0.0
119123,Super High,Rick Ross Featuring Ne-Yo (6-2010),1,0,2010,6,0.0
119138,Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle (2-2012)",1,0,2012,2,0.0
119062,That's When I Think Of You,1927 (8-1989),1,0,1989,8,0.0
119095,A La Primera Persona,Alejandro Sanz (11-2006),1,0,2006,11,0.0
119094,Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y (11-2006),1,0,2006,11,0.0
119091,Saving Grace,Tom Petty (7-2006),1,0,2006,7,0.0
119082,Do Somethin',Britney Spears (4-2005),1,0,2005,4,0.0
119139,Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech (3-2012),1,0,2012,3,0.0
99606,Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar (3-2019),1,0,2019,3,0.0
119197,Otro Trago,Sech Featuring Darell (6-2019),1,0,2019,6,0.0
119195,Call The Coroner,Future (2-2019),1,0,2019,2,0.0
119194,Burn The House Down,AJR (12-2018),1,0,2018,12,0.0
119189,Perro Fiel,Shakira Featuring Nicky Jam (12-2017),1,0,2017,12,0.0
119188,Real Hitta,Plies Featuring Kodak Black (7-2017),1,0,2017,7,0.0
119187,Strangers,Halsey Featuring Lauren Jauregui (6-2017),1,0,2017,6,0.0
99585,Down That Road,Alisan Porter (6-2016),1,0,2016,6,0.0
99587,Flexicution,Logic (7-2016),1,0,2016,7,0.0
99595,No Fear,DeJ Loaf (9-2017),1,0,2017,9,0.0
99598,Everybody Hates Me,The Chainsmokers (3-2018),1,0,2018,3,0.0
119157,Act Right,Yo Gotti Featuring Jeezy & YG (9-2013),1,0,2013,9,0.0
119154,Crown,JAY-Z (7-2013),1,0,2013,7,0.0
119176,Rich $ex,Future (12-2015),1,0,2015,12,0.0
119174,100 Grandkids,Mac Miller (8-2015),1,0,2015,8,0.0
119173,Dance Like We're Making Love,Ciara (8-2015),1,0,2015,8,0.0
119171,Check,Young Thug (7-2015),1,0,2015,7,0.0
119163,Ten Feet Tall,Afrojack Featuring Wrabel (7-2014),1,0,2014,7,0.0
118962,Darling Dear,Smokey Robinson & The Miracles (5-1970),1,0,1970,5,0.0
118961,Don't Let The Music Slip Away,Archie Bell & The Drells (4-1970),1,0,1970,4,0.0
118958,Sparkle And Shine,The Clique (2-1970),1,0,1970,2,0.0
118953,Big In Vegas,Buck Owens and The Buckaroos (12-1969),1,0,1969,12,0.0
118952,Camel Back,A.B. Skhy (12-1969),1,0,1969,12,0.0
118950,St. Louis,The Easybeats (11-1969),1,0,1969,11,0.0
118890,Takin' All I Can Get,Mitch Ryder And The Detroit Wheels (7-1966),1,0,1966,7,0.0
119040,Remember The Rain?,The 21st Century (5-1975),1,0,1975,5,0.0
118974,San Bernadino,Christie (1-1971),1,0,1971,1,0.0
99583,Gotta Lotta,2 Chainz Featuring Lil Wayne (3-2016),1,0,2016,3,0.0
99356,Memphis Train,Buddy Miles Express (8-1969),1,0,1969,8,0.0
99370,My Soul's Got A Hole In It,Howard Tate (4-1970),1,0,1970,4,0.0
99250,Just A Moment Ago,Soul Sisters (10-1964),1,0,1964,10,0.0
99262,Love Me As Though There Were No Tomorrow,Sonny Knight (2-1965),1,0,1965,2,0.0
99265,He Ain't No Angel,The Ad Libs (5-1965),1,0,1965,5,0.0
99287,Greetings (This Is Uncle Sam),The Monitors (4-1966),1,0,1966,4,0.0
99323,He Ain't Give You None,Freddie Scott (11-1967),1,0,1967,11,0.0
99293,Hand Jive,The Strangeloves (6-1966),1,0,1966,6,0.0
99297,I Can't Give You Anything But Love,Bert Kaempfert And His Orchestra (10-1966),1,0,1966,10,0.0
99301,Help Me (Get Myself Back Together Again),The Spellbinders (11-1966),1,0,1966,11,0.0
99524,Million Dollar Bill,Whitney Houston (9-2009),1,0,2009,9,0.0
99529,New Morning,Alpha Rev (5-2010),1,0,2010,5,0.0
99530,I Can Do Anything,3OH!3 (7-2010),1,0,2010,7,0.0
99534,Oh Santa!,Mariah Carey (1-2011),1,0,2011,1,0.0
99536,"For You, And Your Denial",Yellowcard (2-2011),1,0,2011,2,0.0
99510,Leave It All To Me (iCarly Theme Song),Miranda Cosgrove Featuring Drake Bell (1-2008),1,0,2008,1,0.0
99577,I'm To Blame,Kip Moore (9-2015),1,0,2015,9,0.0
99541,Martians Vs Goblins,"Game Featuring Lil Wayne & Tyler, The Creator (9-2011)",1,0,2011,9,0.0
99560,Explosions,Ellie Goulding (3-2014),1,0,2014,3,0.0
99543,El Verdadero Amor Perdona,Mana Featuring Prince Royce (12-2011),1,0,2011,12,0.0
99556,Live For The Night,Krewella (7-2013),1,0,2013,7,0.0
